sid;owner_name;owner_passportNum;owner_TIN(SSN);owner_email;owner_phone;property_type;property_area(square feet);property_location;property_distanceFromCenter (miles);property_numberBedrooms;property_numberBathrooms;property_pnumParking;property_centralHeating;property_airconditioned;property_basement;property_loft;property_sunExposure;property_requested_sale_rent_price;property_sale_rent_price (USD);commission(%);contract_duration(months);property_dateAnnounceRequest;property_dateofSale;type_business;store_ID;store_name;store_location;store_phonenumber;store_emailAddress
385;Brooklyn MCGEOCH;711111499;111-11-0388;BrooklynMCGEOCH2155@gmail.com;907-488-1807;house;1479;3904 Howard Hughes Parkway, Las Vegas, NV, 89169;22;3;2;2;Y;Y;Y;Y;N;191000;182473;5;NA;18-01-2001;15-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
386;Ariana MCMANUS;711111500;111-11-0389;ArianaMCMANUS2155@gmail.com;907-488-1808;house;2332;3905 Howard Hughes Parkway, Las Vegas, NV, 89169;43;3;4;3;Y;Y;Y;N;N;426000;417908;5;NA;18-01-2001;07-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
387;Anna GOWANS;711111501;111-11-0390;AnnaGOWANS2155@yahoo.com;907-488-1809;house;1367;3906 Howard Hughes Parkway, Las Vegas, NV, 89169;59;4;2;1;Y;Y;Y;N;S;119000;116010;5;NA;18-01-2001;01-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
388;Kaia HANLEY;711111502;111-11-0391;KaiaHANLEY2155@yahoo.com;907-488-1810;house;1961;3907 Howard Hughes Parkway, Las Vegas, NV, 89169;41;3;4;2;Y;Y;Y;N;S;215000;214545;5;NA;18-01-2001;25-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
389;Sienna LENNOX;711111503;111-11-0392;SiennaLENNOX2155@gmail.com;907-488-1811;house;882;3908 Howard Hughes Parkway, Las Vegas, NV, 89169;10;3;1;1;Y;Y;N;Y;E;106500;101356;5;NA;18-01-2001;25-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
390;Ayla RINTOUL;711111504;111-11-0393;AylaRINTOUL2155@hotmail.com;907-488-1812;house;788;3909 Howard Hughes Parkway, Las Vegas, NV, 89169;5;2;1;0;Y;Y;Y;Y;W;100000;90796;5;NA;18-01-2001;20-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
391;Aria DONNELLY;711111505;111-11-0394;AriaDONNELLY2155@gmail.com;907-488-1813;house;1034;3910 Howard Hughes Parkway, Las Vegas, NV, 89169;65;2;1;1;Y;Y;Y;N;N;109000;106035;5;NA;18-01-2001;08-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
392;Aaliyah SCALLY;711111506;111-11-0395;AaliyahSCALLY2155@hotmail.com;907-488-1814;house;1144;3911 Howard Hughes Parkway, Las Vegas, NV, 89169;23;3;2;1;Y;Y;Y;N;E;129000;124404;5;NA;18-01-2001;22-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
393;Zoey BALLARD;711111507;111-11-0396;ZoeyBALLARD2155@gmail.com;907-488-1815;house;894;3912 Howard Hughes Parkway, Las Vegas, NV, 89169;7;2;1;2;Y;Y;Y;N;W;123000;117544;5;NA;18-01-2001;13-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
394;Sarah ROY;711111508;111-11-0397;SarahROY2155@gmail.com;907-488-1816;house;1812;3913 Howard Hughes Parkway, Las Vegas, NV, 89169;52;4;2;1;Y;Y;Y;Y;N;169500;162958;5;NA;18-01-2001;18-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
395;Isabella KENYON;711111509;111-11-0398;IsabellaKENYON2155@gmail.com;907-488-1817;house;1077;3914 Howard Hughes Parkway, Las Vegas, NV, 89169;22;2;1;1;Y;Y;Po;Y;N;67000;64643;5;NA;19-01-2001;05-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
396;Aurora RENTON;711111510;111-11-0399;AuroraRENTON2155@hotmail.com;907-488-1818;house;1550;3915 Howard Hughes Parkway, Las Vegas, NV, 89169;65;2;3;2;Y;Y;Y;N;S;241000;235500;5;NA;19-01-2001;01-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
397;Ruby THOMSON;711111511;111-11-0400;RubyTHOMSON2155@yahoo.com;907-488-1819;house;1288;3916 Howard Hughes Parkway, Las Vegas, NV, 89169;50;1;3;2;Y;Y;Y;N;S;245500;237343;5;NA;19-01-2001;05-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
398;Isabella SEATH;711111512;111-11-0401;IsabellaSEATH2155@hotmail.com;907-488-1820;house;1310;3917 Howard Hughes Parkway, Las Vegas, NV, 89169;6;3;2;2;Y;Y;Y;N;E;164990;158201;5;NA;19-01-2001;05-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
399;Elizabeth MCARDLE;711111513;111-11-0402;ElizabethMCARDLE2155@hotmail.com;907-488-1821;house;672;3918 Howard Hughes Parkway, Las Vegas, NV, 89169;15;2;1;1;Y;Y;Y;Y;W;108000;100054;5;NA;19-01-2001;30-01-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
400;Layla COOKE;711111514;111-11-0403;LaylaCOOKE2155@gmail.com;907-488-1822;house;2263;3919 Howard Hughes Parkway, Las Vegas, NV, 89169;37;4;3;2;Y;Y;Y;Y;N;258000;257940;5;NA;19-01-2001;16-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
401;Sofia COULTER;711111515;111-11-0404;SofiaCOULTER2155@hotmail.com;907-488-1823;house;1572;3920 Howard Hughes Parkway, Las Vegas, NV, 89169;9;3;3;2;Y;Y;Y;N;E;168000;162295;5;NA;19-01-2001;12-02-2001;sale;27;Las Vegas 2;3883 Howard Hughes Parkway, Las Vegas, NV, 89169;702-891-9292;lasvegas2@realstateUSA.com
402;Freya PARK;711111516;111-11-0405;FreyaPARK2155@gmail.com;907-488-1824;house;1620;61 State Street, Boston, MA, 02109;49;3;3;2;Y;Y;Y;N;W;150000;146642;5;NA;19-01-2001;02-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
403;Isabella DUTHIE;711111517;111-11-0406;IsabellaDUTHIE2155@hotmail.com;907-488-1825;house;1639;62 State Street, Boston, MA, 02109;9;3;1;1;Y;Y;Y;N;N;115000;108794;5;NA;19-01-2001;31-01-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
404;Alexis ANWAR;711111518;111-11-0407;AlexisANWAR2155@gmail.com;907-488-1826;house;1680;63 State Street, Boston, MA, 02109;47;4;2;1;Y;Y;Y;Y;N;177000;174608;5;NA;19-01-2001;02-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
405;Summer TUCKER;711111519;111-11-0408;SummerTUCKER2155@yahoo.com;907-488-1827;house;2172;64 State Street, Boston, MA, 02109;35;3;3;3;Y;Y;Y;Y;S;280000;273727;5;NA;19-01-2001;17-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
406;Alexis FAIRLEY;711111520;111-11-0409;AlexisFAIRLEY2155@gmail.com;907-488-1828;house;2078;65 State Street, Boston, MA, 02109;28;3;4;3;Y;Y;Y;N;S;339750;333596;5;NA;19-01-2001;12-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
407;Kaia PUGH;711111521;111-11-0410;KaiaPUGH2155@gmail.com;907-488-1829;house;1276;66 State Street, Boston, MA, 02109;37;3;1;1;Y;Y;Y;N;E;60000;53949;5;NA;19-01-2001;08-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
408;Layla O'CONNELL;711111522;111-11-0411;LaylaOCONNELL2155@gmail.com;907-488-1830;house;1056;67 State Street, Boston, MA, 02109;61;3;2;2;Y;N;Y;N;W;145000;135842;5;NA;19-01-2001;06-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
409;Elizabeth CAIRD;711111523;111-11-0412;ElizabethCAIRD2155@hotmail.com;907-488-1831;house;1478;68 State Street, Boston, MA, 02109;45;2;4;2;Y;Y;Y;Y;N;222000;213767;5;NA;19-01-2001;06-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
410;Olive LISTER;711111524;111-11-0413;OliveLISTER2155@hotmail.com;907-488-1832;house;1028;69 State Street, Boston, MA, 02109;40;2;1;2;Y;Y;Y;Y;E;115000;110511;5;NA;20-01-2001;08-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
411;Evie BRYSON;711111525;111-11-0414;EvieBRYSON2155@gmail.com;907-488-1833;house;2097;70 State Street, Boston, MA, 02109;51;3;4;3;Y;Y;Y;N;W;228000;221360;5;NA;20-01-2001;19-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
412;Piper HAMPSON;711111526;111-11-0415;PiperHAMPSON2155@yahoo.com;907-488-1834;house;1340;71 State Street, Boston, MA, 02109;13;3;2;2;Y;Y;Y;N;N;181134;173119;5;NA;20-01-2001;09-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
413;Peyton MACALLISTER;711111527;111-11-0416;PeytonMACALLISTER2155@hotmail.com;907-488-1835;house;1400;72 State Street, Boston, MA, 02109;59;3;2;2;Y;Y;Y;N;N;149500;144854;5;NA;20-01-2001;01-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
414;Addison MCCUSKER;711111528;111-11-0417;AddisonMCCUSKER2155@gmail.com;907-488-1836;house;2624;73 State Street, Boston, MA, 02109;42;4;4;3;Y;N;Y;Y;S;239000;233737;5;NA;20-01-2001;29-01-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
415;Kaia DAWSON;711111529;111-11-0418;KaiaDAWSON2155@yahoo.com;907-488-1837;house;1134;74 State Street, Boston, MA, 02109;13;3;3;1;Y;N;Y;Y;S;126000;118260;5;NA;20-01-2001;08-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
416;Layla HAWTHORNE;711111530;111-11-0419;LaylaHAWTHORNE2155@hotmail.com;907-488-1838;house;1056;75 State Street, Boston, MA, 02109;29;3;2;1;Y;Y;Y;N;E;142000;138141;5;NA;20-01-2001;16-02-2001;sale;28;Boston 2;60 State Street, Boston, MA, 02109;617-531-9000;boston2@realstateUSA.com
417;Hannah CULLEN;711111531;111-11-0420;HannahCULLEN2155@gmail.com;907-488-1839;house;1344;616 International Pkwy, Tracy, CA, 95377;56;2;4;4;Y;Y;Y;N;W;206300;203688;5;NA;20-01-2001;26-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
418;Amelia DEWAR;711111532;111-11-0421;AmeliaDEWAR2155@hotmail.com;907-488-1840;house;1602;617 International Pkwy, Tracy, CA, 95377;40;3;3;2;Y;Y;Y;N;N;215000;210971;5;NA;20-01-2001;10-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
419;Rose DILLON;711111533;111-11-0422;RoseDILLON2155@yahoo.com;907-488-1841;house;988;618 International Pkwy, Tracy, CA, 95377;58;2;1;2;Y;Y;Y;Y;E;113000;107225;5;NA;20-01-2001;03-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
420;Kaia MCCREADY;711111534;111-11-0423;KaiaMCCREADY2155@gmail.com;907-488-1842;house;2630;619 International Pkwy, Tracy, CA, 95377;42;4;4;3;Y;Y;Y;Y;W;315000;313300;5;NA;20-01-2001;03-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
421;Kaia TRAYNOR;711111535;111-11-0424;KaiaTRAYNOR2155@gmail.com;907-488-1843;house;1196;620 International Pkwy, Tracy, CA, 95377;34;2;2;1;Y;Y;Y;N;N;139000;131409;5;NA;20-01-2001;30-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
422;Hannah LAWRENCE;711111536;111-11-0425;HannahLAWRENCE2155@yahoo.com;907-488-1844;house;1389;621 International Pkwy, Tracy, CA, 95377;11;3;2;1;Y;Y;Y;N;N;135000;130530;5;NA;20-01-2001;05-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
423;Isla GRAY;711111537;111-11-0426;IslaGRAY2155@hotmail.com;907-488-1845;house;1644;622 International Pkwy, Tracy, CA, 95377;10;2;4;2;Y;Y;Y;N;S;275000;268096;5;NA;20-01-2001;05-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
424;Sofia SMALL;711111538;111-11-0427;SofiaSMALL2155@yahoo.com;907-488-1846;house;907;623 International Pkwy, Tracy, CA, 95377;9;3;1;1;Y;Y;Y;Y;S;109008;106075;5;NA;20-01-2001;03-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
425;Zoey ROWAN;711111539;111-11-0428;ZoeyROWAN2155@yahoo.com;907-488-1847;house;1208;624 International Pkwy, Tracy, CA, 95377;31;2;3;2;Y;Y;Y;Y;E;195400;193235;5;NA;22-01-2001;22-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
426;Ariana HARRISON;711111540;111-11-0429;ArianaHARRISON2155@hotmail.com;907-488-1848;house;1412;625 International Pkwy, Tracy, CA, 95377;27;3;3;2;Y;Y;Y;N;W;175000;167699;5;NA;22-01-2001;02-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
427;Isla AITKEN;711111541;111-11-0430;IslaAITKEN2155@yahoo.com;907-488-1849;house;987;626 International Pkwy, Tracy, CA, 95377;9;2;2;1;Y;Y;Y;N;N;85400;83470;5;NA;22-01-2001;08-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
428;Sienna NICHOLAS;711111542;111-11-0431;SiennaNICHOLAS2155@hotmail.com;907-488-1850;house;1198;627 International Pkwy, Tracy, CA, 95377;36;4;1;0;Y;Y;Y;N;E;79900;79125;5;NA;22-01-2001;12-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
429;Lucy CAIRNIE;711111543;111-11-0432;LucyCAIRNIE2155@gmail.com;907-488-1851;house;1365;628 International Pkwy, Tracy, CA, 95377;60;2;3;2;Y;Y;Y;Y;W;122500;112747;5;NA;22-01-2001;31-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
430;Sienna MCKENNA;711111544;111-11-0433;SiennaMCKENNA2155@gmail.com;907-488-1852;house;1604;629 International Pkwy, Tracy, CA, 95377;16;3;3;2;Y;Y;Y;Y;N;181000;177903;5;NA;22-01-2001;29-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
431;Frankie GREGORY;711111545;111-11-0434;FrankieGREGORY2155@gmail.com;907-488-1853;house;630;630 International Pkwy, Tracy, CA, 95377;33;1;2;0;Y;Y;Y;N;N;81000;79393;5;NA;22-01-2001;05-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
432;Hannah GILLON;711111546;111-11-0435;HannahGILLON2155@gmail.com;907-488-1854;house;1661;631 International Pkwy, Tracy, CA, 95377;31;3;4;2;Y;Y;Y;N;S;212000;211645;5;NA;22-01-2001;24-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
433;Mia KNIGHT;711111547;111-11-0436;MiaKNIGHT2155@yahoo.com;907-488-1855;house;1118;632 International Pkwy, Tracy, CA, 95377;32;2;1;2;Y;Y;Y;N;S;116000;112906;5;NA;22-01-2001;10-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
434;Emily PRIMROSE;711111548;111-11-0437;EmilyPRIMROSE2155@hotmail.com;907-488-1856;house;904;633 International Pkwy, Tracy, CA, 95377;63;2;1;1;Y;Y;Y;Y;E;119000;115141;5;NA;22-01-2001;29-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
435;Ivy GREIG;711111549;111-11-0438;IvyGREIG2155@yahoo.com;907-488-1857;house;694;634 International Pkwy, Tracy, CA, 95377;11;2;1;1;Y;N;Y;Y;W;90350;86243;5;NA;22-01-2001;29-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
436;Elizabeth STONE;711111550;111-11-0439;ElizabethSTONE2155@gmail.com;907-488-1858;house;1196;635 International Pkwy, Tracy, CA, 95377;46;3;1;2;Y;Y;Y;N;N;110000;100742;5;NA;22-01-2001;24-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
437;Lilly RUTHERFORD;711111551;111-11-0440;LillyRUTHERFORD2155@gmail.com;907-488-1859;house;2402;636 International Pkwy, Tracy, CA, 95377;9;2;3;3;Y;Y;Y;N;E;555000;551130;5;NA;22-01-2001;20-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
438;Harriet SPALDING;711111552;111-11-0441;HarrietSPALDING2155@yahoo.com;907-488-1860;house;1440;637 International Pkwy, Tracy, CA, 95377;31;4;2;0;Y;N;Y;N;W;118000;109712;5;NA;22-01-2001;26-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
439;Lilly WAITE;711111553;111-11-0442;LillyWAITE2155@hotmail.com;907-488-1861;house;1573;638 International Pkwy, Tracy, CA, 95377;7;3;2;2;Y;Y;Y;Y;N;162900;162419;5;NA;22-01-2001;15-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
440;Kaia NGUYEN;711111554;111-11-0443;KaiaNGUYEN2155@gmail.com;907-488-1862;house;1258;639 International Pkwy, Tracy, CA, 95377;9;2;2;3;Y;Y;Y;Y;N;172500;166043;5;NA;23-01-2001;26-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
441;Indie TAIT;711111555;111-11-0444;IndieTAIT2155@gmail.com;907-488-1863;house;1908;640 International Pkwy, Tracy, CA, 95377;64;4;4;2;Y;Y;Y;N;S;210000;204403;5;NA;23-01-2001;30-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
442;Lilly BUTLER;711111556;111-11-0445;LillyBUTLER2155@hotmail.com;907-488-1864;house;1689;641 International Pkwy, Tracy, CA, 95377;66;3;1;2;Y;Y;Y;N;S;127500;117991;5;NA;23-01-2001;27-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
443;Elsie BARROWMAN;711111557;111-11-0446;ElsieBARROWMAN2155@gmail.com;907-488-1865;house;1888;642 International Pkwy, Tracy, CA, 95377;33;2;3;2;Y;Y;Y;N;E;190000;186659;5;NA;23-01-2001;31-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
444;Ayla GILCHRIST;711111558;111-11-0447;AylaGILCHRIST2155@hotmail.com;907-488-1866;house;1886;643 International Pkwy, Tracy, CA, 95377;2;4;3;2;Y;Y;Y;Y;W;199900;193816;5;NA;23-01-2001;13-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
445;Eliza MACISAAC;711111559;111-11-0448;ElizaMACISAAC2155@yahoo.com;907-488-1867;house;1376;644 International Pkwy, Tracy, CA, 95377;54;3;2;1;Y;Y;Y;Y;N;119500;114129;5;NA;23-01-2001;08-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
446;Evelyn PARSONS;711111560;111-11-0449;EvelynPARSONS2155@yahoo.com;907-488-1868;house;1183;645 International Pkwy, Tracy, CA, 95377;52;2;2;1;Y;Y;Y;N;E;120000;119269;5;NA;23-01-2001;30-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
447;Emily MCWILLIAMS;711111561;111-11-0450;EmilyMCWILLIAMS2155@yahoo.com;907-488-1869;house;813;646 International Pkwy, Tracy, CA, 95377;3;2;1;1;Y;Y;Y;N;W;110000;109275;5;NA;23-01-2001;31-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
448;Nina HOGAN;711111562;111-11-0451;NinaHOGAN2155@gmail.com;907-488-1870;house;1533;647 International Pkwy, Tracy, CA, 95377;20;2;3;2;Y;Y;Y;N;N;280000;273544;5;NA;23-01-2001;05-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
449;Maia FITZGERALD;711111563;111-11-0452;MaiaFITZGERALD2155@yahoo.com;907-488-1871;house;1756;648 International Pkwy, Tracy, CA, 95377;3;3;4;2;Y;Y;Y;Y;N;204000;203763;5;NA;23-01-2001;02-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
450;Jessica STEVEN;711111564;111-11-0453;JessicaSTEVEN2155@yahoo.com;907-488-1872;house;1590;649 International Pkwy, Tracy, CA, 95377;16;3;3;2;Y;Y;Y;Y;S;210000;201582;5;NA;23-01-2001;05-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
451;Eden URE;711111565;111-11-0454;EdenURE2155@hotmail.com;907-488-1873;house;1728;650 International Pkwy, Tracy, CA, 95377;61;4;4;2;Y;Y;Y;N;S;188000;187110;5;NA;23-01-2001;25-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
452;Ava COULL;711111566;111-11-0455;AvaCOULL2155@yahoo.com;907-488-1874;house;1242;651 International Pkwy, Tracy, CA, 95377;31;3;2;2;Y;Y;Y;N;E;175500;171109;5;NA;23-01-2001;29-01-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
453;Daisy DEAN;711111567;111-11-0456;DaisyDEAN2155@hotmail.com;907-488-1875;house;1344;652 International Pkwy, Tracy, CA, 95377;17;4;1;3;Y;N;Y;N;W;98000;91086;5;NA;23-01-2001;14-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
454;Heidi MCLEAN;711111568;111-11-0457;HeidiMCLEAN2155@gmail.com;907-488-1876;house;1663;653 International Pkwy, Tracy, CA, 95377;17;2;2;2;Y;Y;Y;Y;N;256000;246839;5;NA;23-01-2001;15-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
455;Sofia KNIGHT;711111569;111-11-0458;SofiaKNIGHT2155@hotmail.com;907-488-1877;house;1666;654 International Pkwy, Tracy, CA, 95377;1;3;1;1;Y;Y;Y;Y;E;161000;155527;5;NA;24-01-2001;13-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
456;Georgia BLAKE;711111570;111-11-0459;GeorgiaBLAKE2155@yahoo.com;907-488-1878;house;1203;655 International Pkwy, Tracy, CA, 95377;4;3;2;1;Y;Y;Y;N;W;110000;100273;5;NA;24-01-2001;07-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
457;Jessica BISSET;711111571;111-11-0460;JessicaBISSET2155@hotmail.com;907-488-1879;house;1935;656 International Pkwy, Tracy, CA, 95377;4;3;4;2;Y;Y;Y;N;N;263435;259585;5;NA;24-01-2001;16-02-2001;sale;29;Tracy;615 International Pkwy, Tracy, CA, 95377;209-839-0209;tracy@realstateUSA.com
458;Mia ILLINGWORTH;711111572;111-11-0461;MiaILLINGWORTH2155@hotmail.com;907-488-1880;house;1135;200 New Cut Road, Fairdale, KY, 40118;3;3;2;2;Y;Y;Y;N;N;155000;153025;5;NA;24-01-2001;12-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
459;Sadie KENT;711111573;111-11-0462;SadieKENT2155@yahoo.com;907-488-1881;house;864;201 New Cut Road, Fairdale, KY, 40118;19;3;1;1;Y;Y;Y;Y;S;62383;55035;5;NA;24-01-2001;30-01-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
460;Emily DENHAM;711111574;111-11-0463;EmilyDENHAM2155@yahoo.com;907-488-1882;house;1660;202 New Cut Road, Fairdale, KY, 40118;9;3;2;1;Y;Y;Y;Y;S;188700;186263;5;NA;24-01-2001;15-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
461;Kaia GAIR;711111575;111-11-0464;KaiaGAIR2155@hotmail.com;907-488-1883;house;1040;203 New Cut Road, Fairdale, KY, 40118;16;3;2;0;Y;Y;Y;N;E;124000;117793;5;NA;24-01-2001;23-02-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
462;Kiara DYER;711111576;111-11-0465;KiaraDYER2155@hotmail.com;907-488-1884;house;1414;204 New Cut Road, Fairdale, KY, 40118;39;2;2;2;Y;Y;Y;N;W;178740;171799;5;NA;24-01-2001;24-01-2001;sale;30;Fairdale;6401 New Cut Road, Fairdale, KY, 40118;502-367-9804;fairdale@realstateUSA.com
